"Country","Continent","Status","Life.expectancy","GDP","Schooling"
"Liberia","Africa","Developing",54,149.4452549,10.2
"Liberia","Africa","Developing",50,133.494518,10.3
"Liberia","Africa","Developing",56,177.285187,10.4
"Liberia","Africa","Developing",51.5,174.1815473,10.5
"Liberia","Africa","Developing",51.9,183.4149991,8.7
"Libya","Africa","Developing",72.7,NA,13.4
"Libya","Africa","Developing",72.4,NA,13.4
"Libya","Africa","Developing",72.9,NA,13.4
"Libya","Africa","Developing",72.9,NA,13.7
"Libya","Africa","Developing",71.3,562.549434,14
"Libya","Africa","Developing",72.8,1212.56217,14.3
"Libya","Africa","Developing",72.7,1296.97353,14.6
"Libya","Africa","Developing",72.6,14396.4865,14.8
"Libya","Africa","Developing",72.5,1138.56661,15.1
"Libya","Africa","Developing",72.2,9344.987518,15.4
"Libya","Africa","Developing",71.9,8171.361651,15.7
"Libya","Africa","Developing",71.5,586.8364,15.9
"Libya","Africa","Developing",71.3,4676.96753,16
"Libya","Africa","Developing",71.1,375.442638,15.8
"Libya","Africa","Developing",71,6269.58123,15.7
"Libya","Africa","Developing",78,7145.628494,15.5
"Lithuania","Europe","Developed",73.6,14252.42853,16.5
"Lithuania","Europe","Developed",73.4,16554.97139,16.5
"Lithuania","Europe","Developed",73,15712.82376,16.4
"Lithuania","Europe","Developed",73,14341.836,16.5
"Lithuania","Europe","Developed",72.8,14357.73679,16.7
"Lithuania","Europe","Developed",72.4,11984.86857,16.8
"Lithuania","Europe","Developed",72.2,11837.3913,16.6
"Lithuania","Europe","Developed",71.1,14961.56818,16.5
"Lithuania","Europe","Developed",72,12297.91535,16.4
"Lithuania","Europe","Developed",76,924.642548,16.4
"Lithuania","Europe","Developed",78,7863.1629,16.2
"Lithuania","Europe","Developed",71.6,676.966998,16.3
"Lithuania","Europe","Developed",71.6,555.535669,15.8
"Lithuania","Europe","Developed",71.4,4146.987928,15.3
"Lithuania","Europe","Developed",71.2,353.147337,14.7
"Lithuania","Europe","Developed",71.6,3297.35471,14
"Luxembourg","Europe","Developed",82,1199.8223,13.9
"Luxembourg","Europe","Developed",81.7,119172.7418,13.9
"Luxembourg","Europe","Developed",81.4,113751.85,13.9
"Luxembourg","Europe","Developed",81.1,16749.136,13.9
"Luxembourg","Europe","Developed",88,115761.577,13.9
"Luxembourg","Europe","Developed",86,14965.361,13.7
"Luxembourg","Europe","Developed",83,13198.6693,13.5
"Luxembourg","Europe","Developed",80,114293.8433,13.5
"Luxembourg","Europe","Developed",79.7,1618.4928,13.5
"Luxembourg","Europe","Developed",79.4,89739.7117,13.5
"Luxembourg","Europe","Developed",78.8,8289.69641,13.5
"Luxembourg","Europe","Developed",78.7,75716.3518,13.5
"Luxembourg","Europe","Developed",78.6,65445.8853,13.6
"Luxembourg","Europe","Developed",78.3,5293.64115,13.5
"Luxembourg","Europe","Developed",78,48179.4285,13.4
"Luxembourg","Europe","Developed",77.8,48735.99549,13.5
"Madagascar","Africa","Developing",65.5,41.8575951,10.3
"Madagascar","Africa","Developing",65.1,452.4631926,10.3
"Madagascar","Africa","Developing",64.7,461.723722,10.3
"Madagascar","Africa","Developing",64.3,443.9611,10.2
"Madagascar","Africa","Developing",63.8,454.963464,10.2
"Madagascar","Africa","Developing",63.3,412.739341,10.2
"Madagascar","Africa","Developing",62.8,415.6893226,9.7
"Madagascar","Africa","Developing",62.3,47.733254,9.4
"Madagascar","Africa","Developing",61.9,377.8482928,9.1
"Madagascar","Africa","Developing",61.4,292.157443,9
"Madagascar","Africa","Developing",69,274.819723,8.9
"Madagascar","Africa","Developing",64,245.1235876,8.7
"Madagascar","Africa","Developing",59.9,316.7998965,8.5
"Madagascar","Africa","Developing",59.3,262.2859481,8.3
"Madagascar","Africa","Developing",58.7,278.555732,8.2
"Madagascar","Africa","Developing",57.9,245.939659,8
"Malawi","Africa","Developing",58.3,362.6575444,10.8
"Malawi","Africa","Developing",57.6,354.7253961,10.7
"Malawi","Africa","Developing",56.7,332.922339,10.7
"Malawi","Africa","Developing",55.3,374.51882,10.7
"Malawi","Africa","Developing",54.1,512.125451,10.6
"Malawi","Africa","Developing",52.9,458.8681744,10.2
"Malawi","Africa","Developing",51.5,42.7379657,9.9
"Malawi","Africa","Developing",50,372.842678,9.6
"Malawi","Africa","Developing",48.5,32.2227274,9.7
"Malawi","Africa","Developing",47.1,297.6971211,9.6
"Malawi","Africa","Developing",46,28.3673842,9.7
"Malawi","Africa","Developing",45.1,274.2256294,10
"Malawi","Africa","Developing",44.6,26.152517,10.3
"Malawi","Africa","Developing",44,29.9798977,10.4
"Malawi","Africa","Developing",43.5,146.7615397,10.1
"Malawi","Africa","Developing",43.1,153.2594872,10.7
"Malaysia","Asia","Developing",75,9643.644683,13.1
"Malaysia","Asia","Developing",74.8,11183.96191,13
"Malaysia","Asia","Developing",74.6,1882.27842,12.9
"Malaysia","Asia","Developing",74.5,1779.49641,12.9
"Malaysia","Asia","Developing",74.3,145.1262,13
"Malaysia","Asia","Developing",74.1,971.356987,12.8
"Malaysia","Asia","Developing",74,7326.744435,12.6
"Malaysia","Asia","Developing",73.8,8513.629541,12.5
"Malaysia","Asia","Developing",73.7,7269.17114,12.3
"Malaysia","Asia","Developing",73.6,6222.982955,12.7
"Malaysia","Asia","Developing",73.4,5593.822995,12.9
"Malaysia","Asia","Developing",73.2,4955.477743,12.7
"Malaysia","Asia","Developing",73.1,4463.675893,12.1
"Malaysia","Asia","Developing",72.9,4167.364387,12
"Malaysia","Asia","Developing",72.7,3915.11546,11.9
"Malaysia","Asia","Developing",72.4,445.17471,11.6
"Maldives","Asia","Developing",78.5,8395.785198,12.7
"Maldives","Asia","Developing",78.2,7716.2415,12.7
"Maldives","Asia","Developing",77.9,7112.33575,12.4
"Maldives","Asia","Developing",77.6,6541.7465,12.1
"Maldives","Asia","Developing",77.3,6497.55443,11.8
"Maldives","Asia","Developing",76.7,633.79498,11.6
"Maldives","Asia","Developing",76.3,597.1659,11.8
"Maldives","Asia","Developing",75.9,5828.621374,11.8
"Maldives","Asia","Developing",75.4,52.862285,11.9
"Maldives","Asia","Developing",75,4428.522898,12
"Maldives","Asia","Developing",74.3,3488.493769,12.1
"Maldives","Asia","Developing",73.4,3853.33348,12.2
"Maldives","Asia","Developing",72.7,3432.247841,11.8
"Maldives","Asia","Developing",71.8,32.37239,12
"Maldives","Asia","Developing",78,298.67598,11.8
"Maldives","Asia","Developing",69.6,2182.99711,11.3
"Mali","Africa","Developing",58.2,729.725338,8.4
"Mali","Africa","Developing",57.8,825.5729915,8.2
"Mali","Africa","Developing",57.3,777.659139,8
"Mali","Africa","Developing",57.2,777.3476868,7.7
"Mali","Africa","Developing",56.8,835.88998,7.5
"Mali","Africa","Developing",56.5,78.377632,7.3
"Mali","Africa","Developing",56,697.153124,7.1
"Mali","Africa","Developing",55.5,689.6784228,5.8
"Mali","Africa","Developing",55,595.6368319,6.4
"Mali","Africa","Developing",54.3,521.6425796,6.1
"Mali","Africa","Developing",53.6,487.942556,5.8
"Mali","Africa","Developing",52.8,439.3572924,5.5
"Mali","Africa","Developing",52,391.791281,5.2
"Mali","Africa","Developing",51.2,334.22416,4.9
"Mali","Africa","Developing",55,36.8473237,4.6
"Mali","Africa","Developing",49.8,269.3483829,4.4
"Malta","Europe","Developed",81.7,23819.4636,14.6
"Malta","Europe","Developed",81.4,2618.92599,14.3
"Malta","Europe","Developed",81.1,2393.1888,14.2
"Malta","Europe","Developed",81,2193.8836,14.1
"Malta","Europe","Developed",87,22821.847,14.8
"Malta","Europe","Developed",83,2187.79469,14.6
"Malta","Europe","Developed",82,2675.58259,14.4
"Malta","Europe","Developed",80,21928.767,14.6
"Malta","Europe","Developed",79.6,19375.5696,14.4
"Malta","Europe","Developed",79.3,16671.5672,14.8
"Malta","Europe","Developed",79,15835.34667,14.8
"Malta","Europe","Developed",78.7,1519.5497,14.2
"Malta","Europe","Developed",78.5,13689.98999,13.8
"Malta","Europe","Developed",78.2,11843.9392,13.8
"Malta","Europe","Developed",77.8,1121.78636,13.7
"Malta","Europe","Developed",77.5,1139.5651,13.8
"Marshall Islands","Oceania","Developing",NA,3617.752354,0
"Mauritania","Africa","Developing",63.1,1158.256469,8.5
"Mauritania","Africa","Developing",63,1326.66882,8.5
"Mauritania","Africa","Developing",62.7,145.57838,8.2
"Mauritania","Africa","Developing",62.5,1364.283745,7.8
"Mauritania","Africa","Developing",62.2,1393.261593,7.7
"Mauritania","Africa","Developing",62,123.383675,7.6
"Mauritania","Africa","Developing",61.7,146.83851,7.1
"Mauritania","Africa","Developing",61.4,1167.535689,7.2
"Mauritania","Africa","Developing",61.2,113.3128,7.4
"Mauritania","Africa","Developing",69,944.134851,7.2
"Mauritania","Africa","Developing",66,697.7451989,7.2
"Mauritania","Africa","Developing",64,62.547286,6.7
"Mauritania","Africa","Developing",63,528.586613,6.6
"Mauritania","Africa","Developing",62,46.9542322,6.5
"Mauritania","Africa","Developing",61,464.229758,6.5
"Mauritania","Africa","Developing",60,477.476124,6.4
"Mauritius","Africa","Developing",74.6,9252.11724,15.2
"Mauritius","Africa","Developing",74.2,1153.93822,14.7
"Mauritius","Africa","Developing",74.1,9637.265,14.7
"Mauritius","Africa","Developing",73.9,9291.227619,14.3
"Mauritius","Africa","Developing",73.6,9197.26972,14.1
"Mauritius","Africa","Developing",73.3,8.376432,14
"Mauritius","Africa","Developing",72.8,7318.12641,13.8
"Mauritius","Africa","Developing",72.7,83.635,13.6
"Mauritius","Africa","Developing",72.9,6574.654338,13.5
"Mauritius","Africa","Developing",71.8,5695.969327,13.4
"Mauritius","Africa","Developing",72.1,5116.45424,13
"Mauritius","Africa","Developing",71.9,5229.876738,12.8
"Mauritius","Africa","Developing",71.5,4623.347642,12.6
"Mauritius","Africa","Developing",71.5,3957.51296,12.5
"Mauritius","Africa","Developing",71.5,3792.182152,12.2
"Mauritius","Africa","Developing",71,3861.32414,12.1
"Mexico","Americas","Developing",76.7,9143.128494,13.3
"Mexico","Americas","Developing",76.6,1452.27766,13.1
"Mexico","Americas","Developing",76.6,1298.86766,12.9
"Mexico","Americas","Developing",76.3,982.532572,12.7
"Mexico","Americas","Developing",76.1,9834.472689,12.6
"Mexico","Americas","Developing",75.6,8959.581416,12.5
"Mexico","Americas","Developing",75.7,7748.12331,12.5
"Mexico","Americas","Developing",75.6,9689.52887,12.3
"Mexico","Americas","Developing",76,933.341687,12.3
"Mexico","Americas","Developing",75.8,8767.92258,12.2
"Mexico","Americas","Developing",75.3,7986.798439,12.2
"Mexico","Americas","Developing",75.4,7199.59665,12.1
"Mexico","Americas","Developing",75,6751.998987,11.9
"Mexico","Americas","Developing",75,716.8219,11.6
"Mexico","Americas","Developing",75,731.378864,11.6
"Mexico","Americas","Developing",74.8,672.92113,11.4
"Micronesia (Federated States of)","Oceania","Developing",69.4,NA,11.7
"Micronesia (Federated States of)","Oceania","Developing",69.4,NA,11.7
"Micronesia (Federated States of)","Oceania","Developing",69.2,NA,11.7
"Micronesia (Federated States of)","Oceania","Developing",69,NA,11.7
"Micronesia (Federated States of)","Oceania","Developing",68.9,NA,11.7
"Micronesia (Federated States of)","Oceania","Developing",68.7,NA,11.5
"Micronesia (Federated States of)","Oceania","Developing",68.5,NA,11.4
"Micronesia (Federated States of)","Oceania","Developing",68.4,NA,11.2
"Micronesia (Federated States of)","Oceania","Developing",68.2,NA,11
"Micronesia (Federated States of)","Oceania","Developing",68,NA,10.9
"Micronesia (Federated States of)","Oceania","Developing",67.9,NA,10.7
"Micronesia (Federated States of)","Oceania","Developing",67.7,NA,10.5
"Micronesia (Federated States of)","Oceania","Developing",67.5,NA,10.4
"Micronesia (Federated States of)","Oceania","Developing",66.2,NA,10.2
"Micronesia (Federated States of)","Oceania","Developing",67.2,NA,10.1
"Micronesia (Federated States of)","Oceania","Developing",67,NA,0
"Monaco","Europe","Developing",NA,NA,NA
"Mongolia","Asia","Developing",68.8,3944.1839,14.8
"Mongolia","Asia","Developing",68.4,4181.583321,14.8
"Mongolia","Asia","Developing",68.1,4385.379355,14.7
"Mongolia","Asia","Developing",67.8,4368.82248,14.7
"Mongolia","Asia","Developing",67.3,3769.595255,14.6
"Mongolia","Asia","Developing",66.3,265.353659,14.3
"Mongolia","Asia","Developing",66.9,1717.898761,13.8
"Mongolia","Asia","Developing",67.4,2139.625631,13.4
"Mongolia","Asia","Developing",65.9,1634.81431,13
"Mongolia","Asia","Developing",65,1334.651896,12.7
"Mongolia","Asia","Developing",64.5,998.8226671,11.8
"Mongolia","Asia","Developing",64,797.8377432,11.2
"Mongolia","Asia","Developing",64,646.561295,10.5
"Mongolia","Asia","Developing",63.8,571.51883,10.1
"Mongolia","Asia","Developing",63.2,524.145924,9.4
"Mongolia","Asia","Developing",62.8,474.2133361,8.9
"Montenegro","Europe","Developing",76.1,6461.192554,15.1
"Montenegro","Europe","Developing",75.9,7378.345289,15.1
"Montenegro","Europe","Developing",75.8,7186.429787,15.1
"Montenegro","Europe","Developing",75.6,6586.71929,15.1
"Montenegro","Europe","Developing",75.4,7318.742449,15.1
"Montenegro","Europe","Developing",75.3,6682.281158,15
"Montenegro","Europe","Developing",75,6698.79439,14.6
"Montenegro","Europe","Developing",74.6,7325.73474,14.2
"Montenegro","Europe","Developing",74.2,5957.145693,13.6
"Montenegro","Europe","Developing",73.8,4383.59597,13.2
"Montenegro","Europe","Developing",73.6,3674.617924,12.8
"Montenegro","Europe","Developing",73.5,338.199535,12.6
"Montenegro","Europe","Developing",73.5,2789.1735,0
"Montenegro","Europe","Developing",73.4,216.243274,0
"Montenegro","Europe","Developing",73.3,199.583957,0
"Montenegro","Europe","Developing",73,1627.42893,0
"Morocco","Africa","Developing",74.3,2847.285569,12.1
"Morocco","Africa","Developing",74.1,3154.513484,12.1
"Morocco","Africa","Developing",73.9,3111.762887,12.1
"Morocco","Africa","Developing",73.6,294.746728,11.6
"Morocco","Africa","Developing",73.3,339.91616,11.2
"Morocco","Africa","Developing",72.8,2834.2472,10.7
"Morocco","Africa","Developing",72.3,2861.5545,10.5
"Morocco","Africa","Developing",71.8,2884.94776,10.3
"Morocco","Africa","Developing",71.4,2494.353552,10
"Morocco","Africa","Developing",71,2191.478567,10
"Morocco","Africa","Developing",77,213.755559,9.8
"Morocco","Africa","Developing",72,1948.812275,9.6
"Morocco","Africa","Developing",69.9,1721.973863,9.3
"Morocco","Africa","Developing",69.5,1413.757176,8.8
"Morocco","Africa","Developing",69,1336.775376,8.5
"Morocco","Africa","Developing",68.6,1332.382358,8
"Mozambique","Africa","Developing",57.6,528.3125597,9.1
"Mozambique","Africa","Developing",56.7,623.2871141,9.1
"Mozambique","Africa","Developing",55.3,65.985681,9.1
"Mozambique","Africa","Developing",54.8,566.513873,9.2
"Mozambique","Africa","Developing",54.3,526.5313517,9.5
"Mozambique","Africa","Developing",54,419.2258149,9.3
"Mozambique","Africa","Developing",53.8,463.852618,9.2
"Mozambique","Africa","Developing",53.2,53.127719,8.8
"Mozambique","Africa","Developing",52.1,422.1461573,8.2
"Mozambique","Africa","Developing",51.2,385.7567141,7.9
"Mozambique","Africa","Developing",58,369.1545359,7.3
"Mozambique","Africa","Developing",54,336.3318145,7
"Mozambique","Africa","Developing",51,283.8911588,6.7
"Mozambique","Africa","Developing",49.8,262.884551,6.2
"Mozambique","Africa","Developing",49.5,256.4414872,5.8
"Mozambique","Africa","Developing",49,277.6486591,5.4
"Myanmar","Asia","Developing",66.6,1194.59137,9.1
"Myanmar","Asia","Developing",66.4,1262.893782,9.1
"Myanmar","Asia","Developing",66.2,1168.83947,9.1
"Myanmar","Asia","Developing",65.9,1171.58257,9.1
"Myanmar","Asia","Developing",65.6,1186.423937,9.1
"Myanmar","Asia","Developing",65.4,987.7365832,8.8
"Myanmar","Asia","Developing",65.2,741.777116,8.5
"Myanmar","Asia","Developing",59.2,643.951373,8.2
"Myanmar","Asia","Developing",64.5,41.451,8.1
"Myanmar","Asia","Developing",64.2,296.97284,8
"Myanmar","Asia","Developing",63.9,247.24276,7.9
"Myanmar","Asia","Developing",63.5,219.8156688,7.8
"Myanmar","Asia","Developing",63.2,219.782326,7.7
"Myanmar","Asia","Developing",62.8,143.77651,7.6
"Myanmar","Asia","Developing",62.5,138.9249275,7.6
"Myanmar","Asia","Developing",62.1,193.187484,7.5
"Namibia","Africa","Developing",65.8,4737.66996,11.7
"Namibia","Africa","Developing",65.9,5421.343953,11.7
"Namibia","Africa","Developing",66.1,5488.131712,11.6
"Namibia","Africa","Developing",65.8,5749.44752,11.5
"Namibia","Africa","Developing",64.3,56.971392,11.5
"Namibia","Africa","Developing",63,5191.58381,11.4
"Namibia","Africa","Developing",62.4,4153.497885,11.4
"Namibia","Africa","Developing",61.7,429.6561,11.3
"Namibia","Africa","Developing",60,422.51968,11.3
"Namibia","Africa","Developing",57,3881.29535,11.4
"Namibia","Africa","Developing",55.1,3573.146387,11.6
"Namibia","Africa","Developing",54.7,3288.257373,11.7
"Namibia","Africa","Developing",55,2482.36862,11.7
"Namibia","Africa","Developing",55.7,1713.47594,11.8
"Namibia","Africa","Developing",56.5,1834.29486,11.7
"Namibia","Africa","Developing",57.4,257.99557,11.5
"Nauru","Oceania","Developing",NA,136.18321,9.6
"Nepal","Asia","Developing",69.2,743.7653489,12.2
"Nepal","Asia","Developing",69.6,76.2386977,12.4
"Nepal","Asia","Developing",69.3,688.6172788,12.3
"Nepal","Asia","Developing",68.9,681.7925868,12.3
"Nepal","Asia","Developing",68.4,692.1166842,12
"Nepal","Asia","Developing",68,592.1835216,11.1
"Nepal","Asia","Developing",67.5,48.7299,10.5
"Nepal","Asia","Developing",67,473.844449,10.1
"Nepal","Asia","Developing",66.6,393.8843518,10
"Nepal","Asia","Developing",66,348.6314534,9.6
"Nepal","Asia","Developing",65.4,317.89198,9.4
"Nepal","Asia","Developing",64.7,287.4156,9.3
"Nepal","Asia","Developing",64.3,253.72412,9.2
"Nepal","Asia","Developing",63.1,246.375621,8.6
"Nepal","Asia","Developing",63.2,248.6183539,9
"Nepal","Asia","Developing",62.5,231.42554,8.9
"Netherlands","Europe","Developed",81.9,44292.88473,18.1
"Netherlands","Europe","Developed",81.7,52157.4687,18.1
"Netherlands","Europe","Developed",81.4,51574.48942,18.1
"Netherlands","Europe","Developed",81.1,49474.7561,18.1
"Netherlands","Europe","Developed",81.1,5354.6536,17.2
"Netherlands","Europe","Developed",88,5338.25483,17
"Netherlands","Europe","Developed",86,519.349,16.9
"Netherlands","Europe","Developed",83,56928.8248,16.8
"Netherlands","Europe","Developed",82,51241.31562,16.6
"Netherlands","Europe","Developed",79.8,44453.97119,16.5
"Netherlands","Europe","Developed",79.4,41577.169,16.4
"Netherlands","Europe","Developed",79.2,39954.64222,16.5
"Netherlands","Europe","Developed",78.7,35245.1647,16.5
"Netherlands","Europe","Developed",78.4,28817.32321,16.9
"Netherlands","Europe","Developed",78.3,26584.12169,16.7
"Netherlands","Europe","Developed",78.1,25921.12794,16.5
"New Zealand","Oceania","Developed",81.6,3821.8937,19.2
"New Zealand","Oceania","Developed",81.5,4453.24673,19.2
"New Zealand","Oceania","Developed",81.3,42889.88141,19.3
"New Zealand","Oceania","Developed",81.1,3997.25624,19.5
"New Zealand","Oceania","Developed",86,38426.5581,19.7
"New Zealand","Oceania","Developed",89,33691.34837,20.3
"New Zealand","Oceania","Developed",85,282.94193,19.3
"New Zealand","Oceania","Developed",81,31287.77865,19.5
"New Zealand","Oceania","Developed",81,3259.73471,19.2
"New Zealand","Oceania","Developed",79.9,2667.86452,19.1
"New Zealand","Oceania","Developed",79.9,2775.89515,18.9
"New Zealand","Oceania","Developed",79.2,2542.39935,18.4
"New Zealand","Oceania","Developed",79.1,21913.7817,18.2
"New Zealand","Oceania","Developed",78.7,16874.31232,17.5
"New Zealand","Oceania","Developed",78.5,13882.85683,17.4
"New Zealand","Oceania","Developed",78.6,13641.1272,17.2
"Nicaragua","Americas","Developing",74.8,295.966488,11.7
"Nicaragua","Americas","Developing",74.5,1975.46477,11.6
"Nicaragua","Americas","Developing",73.9,1847.19849,11.5
"Nicaragua","Americas","Developing",73.9,1792.3845,11.5
"Nicaragua","Americas","Developing",74.5,1682.957924,11.5
"Nicaragua","Americas","Developing",73.2,1526.497938,11.4
"Nicaragua","Americas","Developing",73.2,1464.497754,11.3
"Nicaragua","Americas","Developing",72.5,1518.85386,11.1
"Nicaragua","Americas","Developing",72.5,1344.31871,11
"Nicaragua","Americas","Developing",73,124.992617,11
"Nicaragua","Americas","Developing",71.2,1175.116225,11
"Nicaragua","Americas","Developing",71,191.55157,11
"Nicaragua","Americas","Developing",76,115.565314,11
"Nicaragua","Americas","Developing",75,11.147277,10.7
"Nicaragua","Americas","Developing",73,143.6758,10.4
"Nicaragua","Americas","Developing",73,116.2743,10.1
"Niger","Africa","Developing",61.8,358.99731,5.4
"Niger","Africa","Developing",61.4,43.646498,5.3
"Niger","Africa","Developing",69,416.14838,5.3
"Niger","Africa","Developing",63,391.515524,5.1
"Niger","Africa","Developing",59.4,375.5819866,4.8
"Niger","Africa","Developing",58.2,348.151511,4.5
"Niger","Africa","Developing",57.1,341.2894618,4.2
"Niger","Africa","Developing",56,354.8185998,4
"Niger","Africa","Developing",55.2,292.55962,3.8
"Niger","Africa","Developing",54.5,258.463873,3.7
"Niger","Africa","Developing",53.7,25.383731,3.5
"Niger","Africa","Developing",52.9,232.5661574,3.1
"Niger","Africa","Developing",52.1,215.8548,3
"Niger","Africa","Developing",51.4,177.828384,2.9
"Niger","Africa","Developing",56,165.257247,2.9
"Niger","Africa","Developing",50,158.455972,2.8
"Nigeria","Africa","Developing",54.5,2655.157977,10
"Nigeria","Africa","Developing",53.6,3221.678128,10
"Nigeria","Africa","Developing",53.2,2996.96432,9.8
"Nigeria","Africa","Developing",52.7,2755.297787,9.7
"Nigeria","Africa","Developing",52.3,2527.9423,9.6
"Nigeria","Africa","Developing",52,2327.3267,9.5
"Nigeria","Africa","Developing",51.6,197.661422,9.3
"Nigeria","Africa","Developing",59,1383.893354,9.2
"Nigeria","Africa","Developing",55,1136.829645,9.1
"Nigeria","Africa","Developing",49.8,119.743286,9
"Nigeria","Africa","Developing",49.2,87.8938738,8.9
"Nigeria","Africa","Developing",48.5,648.815852,8.5
"Nigeria","Africa","Developing",48.1,512.65719,8.1
"Nigeria","Africa","Developing",47.7,459.4572117,7.7
"Nigeria","Africa","Developing",47.4,351.7996666,8
"Nigeria","Africa","Developing",47.1,379.1193264,7.6
"Niue","Oceania","Developing",NA,NA,NA
"Norway","Europe","Developed",81.8,7455.24654,17.7
"Norway","Europe","Developed",81.6,975.49856,17.7
"Norway","Europe","Developed",81.5,1291.435,17.5
"Norway","Europe","Developed",81.3,11563.727,17.6
"Norway","Europe","Developed",81.1,1574.9861,17.6
"Norway","Europe","Developed",81,87646.75346,17.4
"Norway","Europe","Developed",89,817.77681,17.4
"Norway","Europe","Developed",86,9688.5961,17.6
"Norway","Europe","Developed",85,85128.65759,17.6
"Norway","Europe","Developed",84,74114.69715,17.5
"Norway","Europe","Developed",81,66775.3944,17.6
"Norway","Europe","Developed",79.8,5757.26916,17.5
"Norway","Europe","Developed",79.4,5111.65445,17.1
"Norway","Europe","Developed",78.9,4361.1538,17.1
"Norway","Europe","Developed",78.8,38549.58934,17.5
"Norway","Europe","Developed",78.5,38146.71539,17.1
"Oman","Asia","Developing",76.6,16627.36433,13.7
"Oman","Asia","Developing",76.4,2458.45226,13.7
"Oman","Asia","Developing",76.2,21268.7564,13.7
"Oman","Asia","Developing",76,22134.916,13.7
"Oman","Asia","Developing",75.8,2986.36,13.6
"Oman","Asia","Developing",75.6,1928.74739,13.5
"Oman","Asia","Developing",75.4,16784.34616,12.4
"Oman","Asia","Developing",75.2,2275.3536,11.9
"Oman","Asia","Developing",74.9,1585.13226,11.5
"Oman","Asia","Developing",74.7,1448.55,11.6
"Oman","Asia","Developing",74.3,12376.97936,11.5
"Oman","Asia","Developing",74,1129.28886,11.5
"Oman","Asia","Developing",73.6,969.8126,11.2
"Oman","Asia","Developing",73.3,8629.11774,11
"Oman","Asia","Developing",72.9,8476.61511,10.7
"Oman","Asia","Developing",72.6,861.18596,10.4
"Pakistan","Asia","Developing",66.4,1431.244865,8.1
"Pakistan","Asia","Developing",66.2,1316.98966,7.8
"Pakistan","Asia","Developing",66,1272.44161,7.7
"Pakistan","Asia","Developing",65.7,1261.28967,7.6
"Pakistan","Asia","Developing",65.5,1226.215314,7.5
"Pakistan","Asia","Developing",65.1,14.142268,7.5
"Pakistan","Asia","Developing",64.8,16.63999,7.3
"Pakistan","Asia","Developing",64.6,139.31288,7.3
"Pakistan","Asia","Developing",64.4,95.4327931,6.7
"Pakistan","Asia","Developing",64.2,873.772727,6.5
"Pakistan","Asia","Developing",62.9,711.4699463,6.1
"Pakistan","Asia","Developing",63.7,649.848233,5.6
"Pakistan","Asia","Developing",63.5,563.594342,5.6
"Pakistan","Asia","Developing",63.2,499.8633,5.5
"Pakistan","Asia","Developing",63,51.6568157,5.4
"Pakistan","Asia","Developing",62.8,533.8624114,5.3
"Palau","Oceania","Developing",NA,1932.12237,14.2
"Panama","Americas","Developing",77.8,13134.4367,13
"Panama","Americas","Developing",77.6,12593.7374,13
"Panama","Americas","Developing",77.5,11685.97983,12.9
"Panama","Americas","Developing",77.2,1589.82713,12.8
"Panama","Americas","Developing",77.3,927.723171,12.9
"Panama","Americas","Developing",76.5,7937.259931,12.8
"Panama","Americas","Developing",76.8,7429.628274,12.8
"Panama","Americas","Developing",76.5,6973.9284,12.8
"Panama","Americas","Developing",76.4,668.8667,12.9
"Panama","Americas","Developing",76.2,5348.518399,12.9
"Panama","Americas","Developing",75.8,4916.54886,12.9
"Panama","Americas","Developing",75.8,4591.892776,12.8
"Panama","Americas","Developing",75.5,4267.13578,12.8
"Panama","Americas","Developing",75.7,4126.14671,12.6
"Panama","Americas","Developing",75.5,446.372833,12.4
"Panama","Americas","Developing",75.7,46.29935,12.1
"Papua New Guinea","Oceania","Developing",62.9,NA,10
"Papua New Guinea","Oceania","Developing",62.7,2182.716565,10
"Papua New Guinea","Oceania","Developing",62.4,229.95364,10
"Papua New Guinea","Oceania","Developing",62.2,271.318741,9.9
"Papua New Guinea","Oceania","Developing",62,177.867119,9.9
"Papua New Guinea","Oceania","Developing",61.8,1366.879112,9.6
"Papua New Guinea","Oceania","Developing",61.6,1166.66337,9.2
"Papua New Guinea","Oceania","Developing",61.4,1178.72469,8.9
"Papua New Guinea","Oceania","Developing",61.1,956.668952,8.6
"Papua New Guinea","Oceania","Developing",68,854.346921,8.2
"Papua New Guinea","Oceania","Developing",64,77.5773486,7.9
"Papua New Guinea","Oceania","Developing",59.9,637.3616215,7.6
"Papua New Guinea","Oceania","Developing",59.6,588.3582595,7.2
"Papua New Guinea","Oceania","Developing",59.3,511.665773,6.9
"Papua New Guinea","Oceania","Developing",59.1,539.41528,6.6
"Papua New Guinea","Oceania","Developing",58.9,631.9468526,6.2
"Paraguay","Americas","Developing",74,419.367724,12.3
"Paraguay","Americas","Developing",73.9,4712.822736,12.3
"Paraguay","Americas","Developing",73.8,4479.95858,12.3
"Paraguay","Americas","Developing",73.6,3855.537735,12.3
"Paraguay","Americas","Developing",73.4,3988.11894,12.3
"Paraguay","Americas","Developing",73.2,3225.591754,12.4
"Paraguay","Americas","Developing",73,2599.596259,12.1
"Paraguay","Americas","Developing",72.7,359.992184,11.9
"Paraguay","Americas","Developing",72.5,2312.192926,12
"Paraguay","Americas","Developing",72.3,189.71539,12.1
"Paraguay","Americas","Developing",72.1,157.145691,12.3
"Paraguay","Americas","Developing",71.9,148.527976,12.1
"Paraguay","Americas","Developing",71.7,1174.779347,12.7
